Expression value	RPKM	Expression value	RPKM	Expression value	RPKM
0.49929642286524	0.49929642286524	0.0690474732588112	0.0690474732588112	0	0
0.4785882762948	0.4785882762948	0.213824433317609	0.213824433317609	0	0
1.7192458591683	1.7192458591683	0	0	0.215105991383735	0.215105991383735
0.13704954838472	0.13704954838472	0	0	0	0
0.14105324305663	0.14105324305663	0	0	0	0
3.8833923486557	3.8833923486557	1.73073360229743	1.73073360229743	0.89237692290741	0.89237692290741
2.5017593693923	2.5017593693923	0.609067926407079	0.609067926407079	0.422190428792838	0.422190428792838
1.8267050021855	1.8267050021855	0.338610519015347	0.338610519015347	0.289943563463448	0.289943563463448
0.97504766074101	0.97504766074101	0	0	0.101026721681439	0.101026721681439
0.78649928779049	0.78649928779049	0.263545054558932	0.263545054558932	0	0
0.25973252342153	0.25973252342153	0	0	0.0717638091944013	0.0717638091944013
0.54700386196255	0.54700386196255	0.158854317562755	0.158854317562755	0	0
0.87788382042241	0.87788382042241	0	0	0	0
0.16026049317498	0.16026049317498	0	0	0	0
0.12188095759263	0.12188095759263	0	0	0	0
0.13645368078305	0.13645368078305	0	0	0	0
0.93118390951948	0.93118390951948	0.600940646384379	0.600940646384379	0.28587231684583	0.28587231684583
0.2221900642839	0.2221900642839	0	0	0.184172607667048	0.184172607667048
0.97100740800313	0.97100740800313	0	0	0.459922755058042	0.459922755058042
4.1084962795769	4.1084962795769	3.31427871642294	3.31427871642294	0	0
1.6873304612958	1.6873304612958	0.392011461082283	0.392011461082283	0.223779620068563	0.223779620068563
0.5405916157338	0.5405916157338	0.174435721916997	0.174435721916997	0.0995765773510832	0.0995765773510832
0.5884564983769	0.5884564983769	0.244132137593654	0.244132137593654	0	0
0.24615173788315	0.24615173788315	0	0	0	0
0.46101300061165	0.46101300061165	0	0	0	0
0.46495328266816	0.46495328266816	0	0	0	0
0.16303556664988	0.16303556664988	0	0	0	0
0.32692027687605	0.32692027687605	0	0	0	0
1.9639284363008	1.9639284363008	0	0	0.127677942738505	0.127677942738505
19.00025306471	19.00025306471	3.57180713019905	3.57180713019905	4.71071220488925	4.71071220488925
40.165702406254	40.165702406254	5.72766870444164	5.72766870444164	8.77093338807384	8.77093338807384
28.503160664551	28.503160664551	0.597656817715612	0.597656817715612	2.89996376498687	2.89996376498687
28.126730859129	28.126730859129	7.22988226325173	7.22988226325173	7.37622950200682	7.37622950200682
49.805593485813	49.805593485813	1.18881736567345	1.18881736567345	2.26212007243222	2.26212007243222
2.3375927107937	2.3375927107937	0.502856081112446	0.502856081112446	0.287055236777605	0.287055236777605
0.35867824662973	0.35867824662973	0.520815226866462	0.520815226866462	0	0
0.10069843822492	0.10069843822492	0	0	0	0
0	0	0	0	0.184172607667048	0.184172607667048
0.14915333028167	0.14915333028167	0	0	0	0
0.25107477264081	0.25107477264081	0	0	0	0
0	0	0.307654564393691	0.307654564393691	0.175624511952543	0.175624511952543
0.29840285305569	0.29840285305569	0.0403063193815946	0.0403063193815946	0.0460176996492568	0.0460176996492568
0	0	0	0	0	0
0.045816564350513	0.045816564350513	0	0	0	0
0.43665177850575	0.43665177850575	0	0	0	0
0.23034382811083	0.23034382811083	0	0	0	0
0.18461380341236	0.18461380341236	0	0	0	0
0.39643385153812	0.39643385153812	0	0	0.146045646781589	0.146045646781589
0	0	0	0	0	0
0.57667350606546	0.57667350606546	0	0	0	0
0.38626888098586	0.38626888098586	0.28043896831271	0.28043896831271	0.240132746150497	0.240132746150497
0.16828067871368	0.16828067871368	0	0	0	0
0.077732127752572	0.077732127752572	0	0	0	0
0.095104080545761	0.095104080545761	0	0	0	0
0.13329259165294	0.13329259165294	0	0	0.0401766499350896	0.0401766499350896
0.39230433225126	0.39230433225126	0	0	0	0
0.14462832525392	0.14462832525392	0	0	0	0
3.8758144514455	3.8758144514455	0.849485030228792	0.849485030228792	0.080821377345151	0.080821377345151
0	0	0	0	0	0
4.9852391679583	4.9852391679583	0.263227912495685	0.263227912495685	0.300527143196771	0.300527143196771
1.366609521969	1.366609521969	0.184592738636214	0.184592738636214	0.105374707171526	0.105374707171526
0	0	0	0	0	0
0	0	0	0	0	0
0.91856624136881	0.91856624136881	0.592797819197599	0.592797819197599	0.380698256092251	0.380698256092251
0.38041632218304	0.38041632218304	0	0	0	0
0.25883997179465	0.25883997179465	0	0	0	0
